Date,Event,Fatalities,Route,Location,Aircraft Type,Passengers,Registration,Aircraft,Crew,Responsible Group,People on Board,Crash Cause,Total Fatalities,Accident Cause,Survivors,Flight Number,Weather,Probable Cause,Airline,Flight Route,Total Passengers,Crew Members,Ground Casualties,Total Crew,Establishment Date,Contributing Factors,,Cause,Accident Description,Possible Causes,Total Fatalties,Crash Location,Crew Deaths,Aircraft Registration,Main Cause,Engine Type,Notable Individuals,Capacity,Aircraft Information,Description,Departure Airport,Destination Airport,Destination,Outcome,Responsible Party,Operations,Name,Cause of Crash,Injuries,Formation Date,--------------------,Serious Injuries,Minor/No Injuries,Operational History,Other Details,-------,Aeroservicios Ecuatorianos Flight 767-103,Modernization Era,Peak Status,Post-1992 Status,Operation Enduring Freedom Status,2021 Status,Fall of Kabul Status,Flight Crew,Manufacturer Serial Number,Maintenance Details,Passenger Details,Responsible Group/Cause,Crew Fatalities,Passenger Fatalities,Development,Wing Position,Characteristics,Alliance Air Flight 7412,Boeing 737-2A8 (VT-EGD),Operator,Total People on Board,Crew Involved,Additional Context,Crew members,------------------------,Cameroon Airlines 3701,Departure,Ground Fatalities,Initial Engine Issue,Reason for Crash,Occupants,Smoke Detection,Wreckage Location,Flight Recorder Recovery,Founded by,First Aircraft Delivered,Battle Significance,Main Commander,Flydubai Flight 981,Additional Information:,"- Flydubai Flight 981 was a scheduled international passenger flight from Dubai to Rostov-on-Don that tragically ended in a crash during a go-around procedure, resulting in the loss of all 62 passengers and crew on board.","- The airline, Flydubai, had an excellent safety record prior to this incident and had recently become a member of the IATA organization.","- The pilots raised concerns about fatigue-related issues within the airline's rostering system, indicating potential factors affecting flight safety.",Founding Date,Founder,Headquarters,Acquired by,Fleet,Notable Awards,Merger Date,Reestablishment Date,Current Status,Minister of Defense,"This table provides a snapshot of the Nicosia Britannia disaster, showcasing essential details such as the date, location, aircraft type, number of passengers and crew, fatalities, survivors, and the contributing factors leading to the crash. These details offer a concise overview of the tragic event's key aspects.",Notes,Engine,Produced,Variant,Paratroopers,Cargo Capacity,Rear Loading Ramp/Door,Defensive Tail Gun Turret,Chinese Version,Production Year,Personnel Count,Highest Rank Held,-----------------------------------,Crash Causes,Potential Causes,LaMia Flight 2933,----------------,2933,LOT Polish Airlines Flight 5055,Alleged Cause,Possible Cause of Crash,Accident Causes,Location of Disappearance,Pakistan International Airlines Flight 268,Crew Member,------------------,Captain,First Officer,Flight Engineer 1,Flight Engineer 2,Pakistan International Airlines Flight 8303,Engine Failures,Rescued,Note,Total Lockheed C-130 Hercules Production Hulls Lost,US C-130 Losses during Vietnam War,Royal Air Force Accident Rate (1967-2005),US Air Force Hercules Overall Attrition Rate,Lineage of Russian Air Force,Commander,Sequence of Events,Investigation,Singapore Airlines Flight 006,-----------------------,Captain Foong Chee Kong,First Officer Latiff Cyrano,Relief Pilot Ng Kheng Leng,Key Causes,Responsible Crew Members,Southern Airways Flight 932,Possible Contributing Factors,Casualties,Investigating Authority,TAME Flight 120,Weather Conditions,Responsible Pilots,Crash Factors,TWA Flight 128,Crew Role,-------------------,Hours of Flight,"Pilot error, misjudgment of altitude",Origin,Fatalities (Passengers),Fatalities (Crew),Responsible Factors,Flight 352,Yekaterinburg - Vladivostok,Vnukovo Airlines 2801,"Since there is no specific responsible group mentioned in the text provided, this information has been excluded from the final table.",Initial Aircraft,Training Partnership,Initial Acquisition of Aircraft,Major Arms Deal,Aircraft Provided by Donations,Conflicts Faced by Air Force,Sole Survivor,trigger
"June 13, 1947",Pennsylvania Central Airlines Flight 410,50,"Chicago, IL to Norfolk, VA with stops in Cleveland, Pittsburgh, and Washington, D.C.",,,50,,Douglas DC-4,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Central Airlines Flight 410
"June 26, 1987",Philippine Airlines Flight 206,50,"Manila Domestic Airport, Metro Manila, Philippines - Loakan Airport, Baguio","Mount Ugu, Itogon, Benguet and Kayapa, Nueva Vizcaya, Philippines",Hawker Siddeley HS 748,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poor visibility reported, crashed into fog-shrouded slopes of Mount Ugu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippine Airlines Flight 206
22 August 2006,Flight 612,170,,"Donetsk Oblast, Ukraine",,,Unknown,Tupolev Tu-154M,,Unknown,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkovo Flight 612
28 August 1988,Ramstein air show disaster,70,,"Ramstein Air Base, West Germany",,,,Aermacchi MB-339 PAN jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"346 serious injuries, hundreds more minor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramstein air show disaster
"December 22, 1973",Royal Air Maroc Caravelle Crash,106,,"Near Tangier, Morocco",Sud Aviation Caravelle SE-210 VI-N,,OO-SRD,,,Sobelair,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Air Maroc Caravelle (OO-SRD)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Over 15% of approximately 2,350",70 lost including non-crash events,"About one loss per 250,000 flying hours",5% compared to other aircraft types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Saudi Air Force (453)
,,,,,,,,,,,,,,,,,,,,,,,,,Modern Russian Air Force traces back to Imperial Russian Air Service and Soviet Air Forces,,,,,,,,,,,,,,,,,,,,,,,,,1 August 2015 (merger with Russian Aerospace Defence Forces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern Russian Air Force established on 7 May 1992 following Boris Yeltsin's creation of the Ministry of Defence,General Pyotr Deynekin became first commander on 24 August 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russian Air Force
"February 15, 1961",Sabena Flight 548,72,"New York City to Brussels, Belgium",,,72,,Boeing 707-329,"Louis Lambrechts, Jean Roy (pilots)",,,,,"Failure of tail stabilizer, possible mechanical failure",,,Clear skies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabena Flight 548
15 August 1976,SAETA Flight 232,,"Quito, Ecuador - Cuenca",,,55,,Vickers Viscount 785D,4,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aircraft reported missing, later found on Chimborazo glacier after 26 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAETA Flight 232
"May 19, 1993",SAM Colombia Flight 501,132,,"Near Medellín, Colombia",Boeing 727-46,,HK-2422X,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collided with mountain on approach due to navigational errors and unserviceable beacon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAM Colombia Flight 501
24 July 1938,Santa Ana air show disaster,50+,,"Campo de Marte, Santa Ana district of Bogota, Colombia",,,,Curtiss Hawk II,,,,,,"Miscalculation of distance during stunt, crashing into grandstand and crowd, resulting in fatalities",,,,,,,,,,,,,,,,,,,,,,,"Alfonso López Pumarejo, Eduardo Santos, Misael Pastrana Borrero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana air show disaster
11 February 2018,Saratov Airlines 703,71,Moscow Domodedovo to Orsk Airport,,Antonov An-148-100B,65,RA-61704,,,,,Loss of altitude and control leading to crash shortly after take-off,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saratov Airlines Flight 703
"August 19, 1980",Saudia Flight 163,301,"Riyadh to Jeddah, Saudi Arabia",,Lockheed L-1011-200 TriStar,287,,,14,Smoke Inhalation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudia Flight 163
4 October 2001,Siberia Airlines Flight 1812,78,"Tel Aviv, Israel to Novosibirsk, Russia",Black Sea,,66,,Tupolev Tu-154,12,Ukrainian Air Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siberia Airlines Flight 1812
19 December 1997,SilkAir Flight 185,104,"Jakarta, Indonesia to Singapore",,,97,,Boeing 737-300,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. National Transportation Safety Board and Indonesian National Transportation Safety Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SilkAir Flight 185
,,,,,,,,,Crash Cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taipei Taoyuan International Airport,--------------------------------------------------------------------------------------,Attempted takeoff from wrong runway due to typhoon and crashed into construction equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore Airlines Flight 006
"July 27, 2002",Sknyliv Air Show Disaster,77,,"Sknyliv airfield near Lviv, Ukraine",,,,Sukhoi Su-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pilot error, slow reaction to warnings, incorrect flight map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sknyliv air show disaster
20 July 1981,Somali Airlines Flight 40,50,"Mogadishu to Hargeisa, Somalia",,Fokker F27 Friendship,44,Unknown,,,,,Entered a spiral dive after encountering strong vertical gusts leading to wing separation and crash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somali Airlines Flight 40
10 December 2005,Sosoliso Airlines 1145,108,Abuja - Port Harcourt,,,,,McDonnell Douglas DC-9-32,,"Pilot error, Nigeria's Accident Investigation Bureau",110,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sosoliso Airlines Flight 1145
20 April 1968,South African Airways Flight 228,,,,,129,ZS-EUW,Boeing 707-300C,,,,"Pilot error, lack of ground proximity warning system in aircraft",123,,5,,,,,Johannesburg - Windhoek - London Heathrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Captain Eric Ray Smith, First Officer John Peter Holliday, Relief First Officer Richard Fullarton Armstrong, Flight Navigator Harry Charles Howe, Flight Engineer Phillip Andrew Minnaar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African Airways Flight 228
28 November 1987,South African Airways 295,159,,Indian Ocean east of Mauritius,Boeing 747-200,,ZS-SAS,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African Airways Flight 295
"April 4, 1977",Southern Airways Flight 242,72,"Muscle Shoals, Alabama to Atlanta, Georgia with a stop in Huntsville, Alabama","New Hope, Paulding County, Georgia, United States",,,,McDonnell Douglas DC-9,"Captain William W. ""Bill"" McKenzie (54) and first officer Lyman W. Keele Jr. (34)",,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Airways Flight 242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Airways Flight 932
20 August 2008,Spanair Flight 5022,154,,,McDonnell Douglas MD-82,172,EC-HFP,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanair Flight 5022
"December 3, 1972",Spantax Flight 275,155,Tenerife to Munich,Tenerife-Norte Los Rodeos Airport,Convair 990 Coronado,148,EC-BZR,,7,,,,,,,,,,,,,,,,,,,"Crashed during takeoff in low visibility conditions, pilot loss of control, steep turn, and crew's situational awareness failure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spantax Flight 275
"September 13, 1982",Spantax Flight 995,50,Madrid to New York via Málaga,,,Unknown,,DC-10,,,,Detachment of fragments from a recapped tread on the right wheel of the nose gear leading to loss of control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spantax Flight 995
9 January 2021,Sriwijaya Air Flight 182,62,"Jakarta to Pontianak, Indonesia","Java Sea, Thousand Islands",Boeing 737-500,,,,Unknown,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malfunctioning autothrottle contributing to crash,,,,,,,,,,,,,,,,,,,,,,,,,,,Sriwijaya Air Flight 182
18 March 1997,,,"Stavropol, Russia - Trabzon, Turkey",,,41,,Antonov An-24,8,,,,50,Corrosion leading to mid-air structural failure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stavropolskaya Aktsionernaya Avia Flight 1023
14 March 1972,Sterling Airways 296,112,"Colombo - Copenhagen via Bombay, Dubai, Ankara","Kalba, United Arab Emirates Mountain Ridge",,,OY-STL,Sud Aviation SE-210 Caravelle,,Pilot Error,112,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterling Airways Flight 296
"July 8, 2003",Sudan Airways Flight 139,116,,Port Sudan,Boeing 737-2J8C,,ST-AFK,,,Sudan Airways,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudan Airways Flight 139
"April 4, 2001",Sudanese Air Force Antonov An-24 aircraft crash,,,"Adaril, Sudan",,,,Antonov An-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15 casualties, including a general, seven lieutenant generals, three brigadiers, a colonel, a lieutenant colonel, and a corporal",,,,,,,,,,,,,,,,,,,,,,,,,,Sudanese Air Force
7 June 1989,Surinam Airways Flight 764,178,Amsterdam to Paramaribo-Zanderij,,,187,,McDonnell Douglas DC-8-62,"Captain Wilbert ""Will"" Rogers, First Officer Glyn Tobias, Flight Engineer Warren Rose",,,"Crew's improper navigation signal usage, ignoring alarms, issues related to training and judgement, recommendation to FAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surinam Airways Flight 764
2 September 1998,Swissair Flight 111,229,"John F. Kennedy International Airport, New York - Cointrin Airport, Geneva",Atlantic Ocean southwest of Halifax Stanfield International Airport,McDonnell Douglas MD-11,,HB-IWF,,,Government of Canada,,"Flammable material allowed a fire to spread, resulting in loss of control and crash of the aircraft",,,,,,,,,229,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swissair Flight 111
"September 4, 1963",Swissair Flight 306,,"Zürich to Rome, via Geneva","Dürrenäsch, Aargau, Switzerland",Sud Aviation SE-210 Caravelle III,,Unknown,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swissair Flight 306
24 November 1966,TABSO Flight 101,82,"Sofia, Bulgaria - Budapest, Hungary - Prague, Czechoslovakia - East Berlin, GDR",,,74,,Ilyushin Il-18B,,TABSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TABSO Flight 101
15 December 1997,Tajikistan Airlines Flight 3183,85,,13 km east of Sharjah Airport,Tupolev Tu-154B-1,,,,,Pilot error leading to controlled flight into terrain,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tajikistan Airlines Flight 3183
"July 17, 2007",TAM Airlines Flight 3054,,"Porto Alegre to São Paulo, Brazil",,,187,,Airbus A320-233,Unknown,,,,199,"Errors committed by the pilots during landing, runway conditions, lack of safety areas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazilian Air Force's Aeronautical Accidents Investigation and Prevention Center,,,,,,,,,,,,,,,,,,,,,,,,,TAM Airlines Flight 3054
31 October 1996,,,"São Paulo–Congonhas International Airport, Brazil to Recife International Airport, Brazil",,,95,PT-MRK,Fokker 100,"Captain José Antonio Moreno, First Officer Ricardo Luis Gomes",,,"Starboard engine reversed thrust causing stall, loss of control, crash into populated area resulting in fatalities of all onboard",,,0,TAM Flight 402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAM Airlines Flight 402
,,,,,,,,,,,,,,"Weather: foggy conditions, Incorrect approach, crashed into Cumbal Volcano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Captain Jorge Efrain Noe, First Officer Carlos Alfonso Lopez,  Flight Engineer Jorge Anibal Burgos Villamar",,,,,,,,,,,,,,,,,,,,,,,,TAME Flight 120
21 October 1989,,,"Juan Santamaría International Airport, Costa Rica - Tegucigalpa, Honduras",,Boeing 727-200,131,N88705,,"Captain Raúl Argueta, First Officer Reiniero Canales, Flight Engineer Marco Figueroa",,,Failure to follow landing procedure leading to crash into mountain,,,15,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tan-Sahsa Flight 414
"November 19, 1977",TAP Flight 425,131,,"Santa Catarina Airport, Portugal",Boeing 727-282 Advanced,,CS-TBR,,,TAP (Portuguese Airline),164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAP Portugal Flight 425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAROM Flight 371
